participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,meta,startTime,endTime,responseMin,responseMax,configHash
"59fa3f3705d1d60001f149da","Creatinine_further_table","6","windowEvents","prolific full","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":99,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":10,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","final-questions","7","q1","prolific full","completed","","","","100.00","","In your opinion, how well did these images describe the test results?","2","","13131","13131","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:45.738Z","2026-04-21T16:38:58.869Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","final-questions","7","q2","prolific full","completed","","","","100.00","","How helpful were these images in helping you to understand the test results?","2","","13131","13131","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:45.738Z","2026-04-21T16:38:58.869Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","final-questions","7","q3","prolific full","completed","","","","100.00","","If you were receiving laboratory test results in real life, would you like to see the test results presented using this type of image?","3","","13131","13131","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:45.738Z","2026-04-21T16:38:58.869Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","final-questions","7","q4","prolific full","completed","","","","100.00","","How much would you trust what these images are telling you about your health?","2","","13131","13131","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:45.738Z","2026-04-21T16:38:58.869Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","final-questions","7","windowEvents","prolific full","","","","","","","","{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":69,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":6,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","demographic-questions","8","q1-age","prolific full","completed","","","","100.00","","Please enter your age:","33","","23883","23883","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:59.557Z","2026-04-21T16:39:23.440Z","0","100","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","demographic-questions","8","q2-age","prolific full","completed","","","","100.00","","Please select your gender:","Male","","23883","23883","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:59.557Z","2026-04-21T16:39:23.440Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","demographic-questions","8","q3-ethnicity","prolific full","completed","","","","100.00","","Please select your ethnicity:","Not Hispanic or Latino","","23883","23883","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:59.557Z","2026-04-21T16:39:23.440Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","demographic-questions","8","q4-race","prolific full","completed","","","","100.00","","Please select your race(s):","[""White""]","","23883","23883","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:59.557Z","2026-04-21T16:39:23.440Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","demographic-questions","8","q5-educationlevel","prolific full","completed","","","","100.00","","Please select your highest completed level of education:","Bachelor's degree","","23883","23883","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:59.557Z","2026-04-21T16:39:23.440Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","demographic-questions","8","windowEvents","prolific full","","","","","","","","{""focus"":6,""input"":5,""keydown"":8,""keyup"":5,""mousemove"":82,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns1","prolific full","completed","","","","100.00","","How good are you at working with fractions?","2","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns2","prolific full","completed","","","","100.00","","How good are you at working with percentages?","2","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns3","prolific full","completed","","","","100.00","","How good are you at calculating a 15% tip?","3","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns4","prolific full","completed","","","","100.00","","How good are you at figuring out how much a shirt will cost if it is 25% off?","3","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns5","prolific full","completed","","","","100.00","","When reading the newspaper, how helpful do you find tables and graphs that are parts of a story?","4","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns6","prolific full","completed","","","","100.00","","When people tell you the chance of something happening, do you prefer that they use words (""it rarely happens"") or numbers (""there's a 1% chance"")?","3","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns7","prolific full","completed","","","","100.00","","When you hear a weather forecast, do you prefer predictions using percentages (e.g., ""there will be a 20% chance of rain today"") or predictions using only words (e.g., ""there is a small chance of rain today"")?","2","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","sns8","prolific full","completed","","","","100.00","","How often do you find numerical information to be useful?","3","","27597","27597","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:39:24.090Z","2026-04-21T16:39:51.687Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","subjective-numeracy-scale","9","windowEvents","prolific full","","","","","","","","{""focus"":9,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":111,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":20,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","chews-screening-question","10","csq","prolific full","completed","","","","100.00","","How confident are you filling out forms by yourself?","4","","3993","3993","","2026-04-21T16:39:52.329Z","2026-04-21T16:39:56.322Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","chews-screening-question","10","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","familiarity-question","11","fq","prolific full","completed","","","","100.00","","How familiar are you with the medical test results like the ones discussed in the survey?","1","","5930","5930","","2026-04-21T16:39:56.564Z","2026-04-21T16:40:02.494Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","familiarity-question","11","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":31,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","disclaimer","12","","prolific full","completed","","","","100.00","","","","","3130","3130","{
  ""taskId"": ""thanks"",
  ""trackTime"": true
}","2026-04-21T16:40:02.876Z","2026-04-21T16:40:06.006Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","disclaimer","12","windowEvents","prolific full","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q5","13","res-Q5","prolific full","completed","","","","100.00","Here is some information about an imaginary disease called Adeolitis.","Approximately what percentage of people had Adeolitis in the year 2000?___%","20","20","13370","13370","{
  ""chartType"": ""line""
}","2026-04-21T16:40:06.205Z","2026-04-21T16:40:19.575Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q5","13","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":26,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q6","14","res-Q6","prolific full","completed","","","","100.00","Here is some information about an imaginary disease called Adeolitis.","When was the increase in the percentage of people with Adeolitis higher?","Increase was the same in both intervals","Increase was the same in both intervals","22557","22557","{
  ""chartType"": ""line""
}","2026-04-21T16:40:19.895Z","2026-04-21T16:40:42.452Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q6","14","windowEvents","prolific full","","","","","","","","{""focus"":3,""input"":2,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q7","15","res-Q7","prolific full","completed","","","","100.00","Here is some information about an imaginary disease called Adeolitis.","According to your best guess, what will the percentage of people with Adeolitis be in the year 2010?___%","25","24","8314","8314","{
  ""chartType"": ""line""
}","2026-04-21T16:40:42.766Z","2026-04-21T16:40:51.080Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q7","15","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q8","16","res-Q8","prolific full","completed","","","","100.00","The following figure shows the number of men and women among patients with disease X. The total number of circles is 100.","Of 100 patients with disease X, how many are women? ___ women","40","40","36124","36124","{
  ""chartType"": ""icon""
}","2026-04-21T16:40:51.312Z","2026-04-21T16:41:27.436Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q8","16","windowEvents","prolific full","","","","","","","","{""focus"":4,""input"":1,""keydown"":2,""keyup"":1,""mousemove"":109,""mousedown"":21,""mouseup"":21,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q9","17","res-Q9","prolific full","completed","","","","100.00","The following figure shows the number of men and women among patients with disease X. The total number of circles is 100.","How many more men than women are there among 100 patients with disease X? ___ men","20","20","10395","10395","{
  ""chartType"": ""icon""
}","2026-04-21T16:41:27.877Z","2026-04-21T16:41:38.272Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q9","17","windowEvents","prolific full","","","","","","","","{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q11","18","res-Q11","prolific full","completed","","","","100.00","In the newspaper you see two advertisements, one on page 15 and another on page 17. Each is for a different treatment of psoriasis, and each includes a graph showing the effectiveness of the treatment over time.","Which of the treatments contributes to a larger decrease in the percentage of sick patients?","Nopsorian","Can't say","22521","22521","{
  ""chartType"": ""line""
}","2026-04-21T16:41:38.564Z","2026-04-21T16:42:01.085Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q11","18","windowEvents","prolific full","","","","","","","","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":6,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q13","19","res-Q13","prolific full","completed","","","","100.00","Here is some information about cancer therapies.","What is the percentage of cancer patients who die after chemotherapy? ___%","5","5","13041","13041","{
  ""chartType"": ""bar""
}","2026-04-21T16:42:01.349Z","2026-04-21T16:42:14.390Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","$graph-literacy-scale.components.Q13","19","windowEvents","prolific full","","","","","","","","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":17,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","",""
"59fa3f3705d1d60001f149da","thanks","20","","prolific full","completed","","","","100.00","","","","","394013","6848","{
  ""taskId"": ""thanks"",
  ""trackTime"": true
}","2026-04-21T16:42:14.666Z","2026-04-21T16:48:48.679Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"59fa3f3705d1d60001f149da","thanks","20","windowEvents","prolific full","","","","","","","","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":2}","","","","","","","","",""
"5aad4225811b2000016f6ed1","participantTags","","participantTags","prolific full","","","","","","","","[]","","","","","","","","",""
"5aad4225811b2000016f6ed1","introduction","0","prolificId","prolific full","completed","","","","100.00","","Please enter your Prolific ID","5aad4225811b2000016f6ed1","","271390","271390","{
  ""taskId"": ""introduction"",
  ""trackTime"": true
}","2026-04-21T16:35:24.554Z","2026-04-21T16:39:55.944Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"5aad4225811b2000016f6ed1","introduction","0","windowEvents","prolific full","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"5aad4225811b2000016f6ed1","Platelet_slightly_simple","1","Platelet_slightly_simple_alarming","prolific full","completed","","","","100.00","","How alarming does this platelet count result feel to you?","5","","33876","33876","{
  ""taskId"": ""Platelet_slightly_simple"",
  ""trackTime"": true
}","2026-04-21T16:39:56.046Z","2026-04-21T16:40:29.922Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"5aad4225811b2000016f6ed1","Platelet_slightly_simple","1","Platelet_slightly_simple_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this platelet count result?","4","","33876","33876","{
  ""taskId"": ""Platelet_slightly_simple"",
  ""trackTime"": true
}","2026-04-21T16:39:56.046Z","2026-04-21T16:40:29.922Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"5aad4225811b2000016f6ed1","Platelet_slightly_simple","1","Platelet_slightly_simple_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your platelet count test result?","Ask to see your doctor at the first available appointment","","33876","33876","{
  ""taskId"": ""Platelet_slightly_simple"",
  ""trackTime"": true
}","2026-04-21T16:39:56.046Z","2026-04-21T16:40:29.922Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"5aad4225811b2000016f6ed1","Platelet_slightly_simple","1","windowEvents","prolific full","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":42,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"5aad4225811b2000016f6ed1","Platelet_further_simple","2","Platelet_further_simple_alarming","prolific full","completed","","","","100.00","","How alarming does this platelet count result feel to you?","6","","18434","18434","{
  ""taskId"": ""Platelet_further_simple"",
  ""trackTime"": true
}","2026-04-21T16:40:30.013Z","2026-04-21T16:40:48.447Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"5aad4225811b2000016f6ed1","Platelet_further_simple","2","Platelet_further_simple_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this platelet count result?","6","","18434","18434","{
  ""taskId"": ""Platelet_further_simple"",
  ""trackTime"": true
}","2026-04-21T16:40:30.013Z","2026-04-21T16:40:48.447Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
